name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Alamain (Latin District),"13,309,000 EGP","Residential, Apartment",3,0,205.0,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E06 Floor 1 Unit Z02-CL03-E06-M7-01-03 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
Mazarine Apartment,"17,177,000 EGP","Residential, Apartment",3,3,266.3,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building B171RA31 Floor 8 Unit B171RA31 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
New Garden City,"10,823,000 EGP","Residential, Apartment",3,0,267.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 6th floor Unit G72264 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Central,"33,844,000 EGP","Commercial, Office",0,0,153.97,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",New Cairo,Cairo,Building O6 Floor 5 Unit O6-05-H Central New Cairo Cairo Egypt,"True to its name, Central is situated at the center point of New Cairo's crossroads. Central is set to transform the business and commercial scene, offering a mixed-use development that captures the spirit of a dynamic city with an evolving blend of spaces and experiences. Offering a variety of office types alongside a selection of the most refined retail and entertainment, bringing an outstanding world-class experience to New Cairo. Whether searching for the ideal office space for a corporation, a go-to spot for your daily coffee runs, or a family-friendly venue, Central will meet you at the crossroads."
Central,"37,629,000 EGP","Commercial, Office",0,0,172.97,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",New Cairo,Cairo,Building O4 Floor 6 Unit O4-06-I Central New Cairo Cairo Egypt,"True to its name, Central is situated at the center point of New Cairo's crossroads. Central is set to transform the business and commercial scene, offering a mixed-use development that captures the spirit of a dynamic city with an evolving blend of spaces and experiences. Offering a variety of office types alongside a selection of the most refined retail and entertainment, bringing an outstanding world-class experience to New Cairo. Whether searching for the ideal office space for a corporation, a go-to spot for your daily coffee runs, or a family-friendly venue, Central will meet you at the crossroads."
Mazarine Apartment,"10,863,000 EGP","Residential, Apartment",3,3,252.0,2025,"['24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTF08 Floor 2nd floor Unit MZTF0821 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Al Fustat,"4,564,000 EGP","Residential, Apartment",0,0,166.16,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",Old Cairo,Cairo,Building I13 Floor 6 Unit I13 6/2 Al Fustat Old Cairo Old Cairo Cairo Egypt,"Arabesque Downtown is the latest iconic destination by Saudi Egyptian Developers (SED), located in the heart of New Alamein’s Downtown district. Blending authentic Arabesque architectural charm with modern urban living, the project offers a unique cultural experience in a contemporary setting.This mixed-use development features a vibrant collection of residential units, commercial spaces, and lifestyle amenities – all set within a walkable, dynamic environment designed to celebrate art, culture, and community. Each unit is delivered fully finished, with stylish interiors and thoughtfully designed layouts that reflect both tradition and modernity.Strategically situated near key landmarks, Arabesque Downtown provides easy access to the beach, promenade, retail zones, and public services, making it an ideal choice for those seeking a well-connected, high-value investment or year-round residence.Live where culture meets convenience – only at Arabesque Downtown&#160;by&#160;SED."
Mazarine Apartment,"13,906,000 EGP","Residential, Apartment",3,3,237.0,2025,"['24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZCS13 Floor 5 Unit MZCS1302 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Downtown commercial,"18,692,000 EGP","Commercial, Retail",0,0,182.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building DT08 Floor Ground floor Unit DTRG0801 Downtown commercial Mersa Matruh (k) Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
Maspero Business Tower Nile Heights,"11,856,000 EGP","Commercial, Office",0,0,168.0,2023,"['Other', '24 Hour Security', 'Gate Community', 'Electricity Available']",Cairo,Cairo,Building NH Floor 2nd floor Unit NHAD0205 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,"From remarkable views of Cairo’s dazzling cityscape to renowned commercial experiences, Nile Heights is a momentous business tower that provides a futuristic setting for Cairenes. A place that brings the city’s monumental architecture, vast skyline, Nile River, lush spaces and vibrant sunsets into daily office views. Nile Heights is a symbol of business prosperity in Cairo’s most central address. The 24-storey business tower accommodates a spacious upper garage, a ground-level commercial podium, and 134 fully finished office spaces ranging between 92 sqm to 206 sqm. A wide range of amenities is designed to promise daily inspiration, central convenience and exceptional experiences for your thriving business."
Alamain (Latin District),"7,064,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F04 Floor 4 Unit Z02-CL05-F04-X7-04-11 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Latin City,"9,932,000 EGP","Residential, Apartment",3,1,191.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building Z3CL0303 Floor 7 Unit LC303702 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Maspero Business Tower Nile Heights,"11,842,000 EGP","Commercial, Office",0,0,176.0,2023,"['Other', '24 Hour Security', 'Gate Community', 'Electricity Available']",Cairo,Cairo,Building NH Floor 10th floor Unit NHAD1006 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,"From remarkable views of Cairo’s dazzling cityscape to renowned commercial experiences, Nile Heights is a momentous business tower that provides a futuristic setting for Cairenes. A place that brings the city’s monumental architecture, vast skyline, Nile River, lush spaces and vibrant sunsets into daily office views. Nile Heights is a symbol of business prosperity in Cairo’s most central address. The 24-storey business tower accommodates a spacious upper garage, a ground-level commercial podium, and 134 fully finished office spaces ranging between 92 sqm to 206 sqm. A wide range of amenities is designed to promise daily inspiration, central convenience and exceptional experiences for your thriving business."
Central,"23,115,000 EGP","Commercial, Office",0,0,116.14,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",New Cairo,Cairo,Building O10 Floor 5 Unit O10-05-G Central New Cairo Cairo Egypt,"True to its name, Central is situated at the center point of New Cairo's crossroads. Central is set to transform the business and commercial scene, offering a mixed-use development that captures the spirit of a dynamic city with an evolving blend of spaces and experiences. Offering a variety of office types alongside a selection of the most refined retail and entertainment, bringing an outstanding world-class experience to New Cairo. Whether searching for the ideal office space for a corporation, a go-to spot for your daily coffee runs, or a family-friendly venue, Central will meet you at the crossroads."
Alamain (Latin District),"4,206,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A06 Floor 2 Unit Z03-CL05-A06-M7-02-07 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
New Garden City,"12,053,000 EGP","Residential, Apartment",3,0,287.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 6th floor Unit G722612 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Mamsha Avenue,"6,254,000 EGP","Residential, Apartment",3,0,176.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MAA15B Floor 2 Unit MAA15B23 Mamsha Avenue New Administrative Capital Cairo Cairo Egypt,"Mamsha Avenue is the premier residence created for those looking for an elevated lifestyle and special community experience. It is the place where you can treat your eyes and soul to splendid views of land-spaces and greenery. Mamsha Avenue brings you the most eminent residential units, office spaces, restaurants, cafes and medical facilities… all together."
Al Fustat,"3,258,000 EGP","Residential, Apartment",0,0,128.18,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",Old Cairo,Cairo,Building G35 Floor Ground floor Unit G35 0/3 Al Fustat Old Cairo Old Cairo Cairo Egypt,"Arabesque Downtown is the latest iconic destination by Saudi Egyptian Developers (SED), located in the heart of New Alamein’s Downtown district. Blending authentic Arabesque architectural charm with modern urban living, the project offers a unique cultural experience in a contemporary setting.This mixed-use development features a vibrant collection of residential units, commercial spaces, and lifestyle amenities – all set within a walkable, dynamic environment designed to celebrate art, culture, and community. Each unit is delivered fully finished, with stylish interiors and thoughtfully designed layouts that reflect both tradition and modernity.Strategically situated near key landmarks, Arabesque Downtown provides easy access to the beach, promenade, retail zones, and public services, making it an ideal choice for those seeking a well-connected, high-value investment or year-round residence.Live where culture meets convenience – only at Arabesque Downtown&#160;by&#160;SED."
Beachfront Tower - B1,"25,915,000 EGP","Residential, Apartment",0,0,217.0,2025,['Other'],Mersa Matruh,Matrouh,Building BTB1 Floor 20th floor Unit BTB1206 Beachfront Tower - B1 Mersa Matruh (k) Matrouh Egypt,"Explore a lifestyle that allows you to have your work office set close to all amenities that create the work-life balance you aspire for. Mazarine Hub, a great business district, introduces office buildings, retail spaces and F&B, set in the core of all Mazarine projects. Beachfront Towers bring a podium of four floors, with a wide range of local and international brand name retail shops with capacious terraces, overlooking the crystalline sea. Its deck is designed to have outdoor greenery, landscape, gardens, pools & water features."
Latin City,"7,010,000 EGP","Residential, Apartment",3,1,162.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building Z3CL0807 Floor 4 Unit LC307413 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
Beachfront Tower - B1,"55,262,000 EGP","Residential, Apartment",3,3,316.0,2025,['Other'],Mersa Matruh,Matrouh,Building BTB1 Floor 16th floor Unit BTB1168 Beachfront Tower - B1 Mersa Matruh (k) Matrouh Egypt,"Explore a lifestyle that allows you to have your work office set close to all amenities that create the work-life balance you aspire for. Mazarine Hub, a great business district, introduces office buildings, retail spaces and F&B, set in the core of all Mazarine projects. Beachfront Towers bring a podium of four floors, with a wide range of local and international brand name retail shops with capacious terraces, overlooking the crystalline sea. Its deck is designed to have outdoor greenery, landscape, gardens, pools & water features."
New Garden City,"10,893,000 EGP","Residential, Apartment",3,0,269.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 5th floor Unit G88353 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Mazarine Apartment,"13,355,000 EGP","Residential, Apartment",2,3,206.32,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate']",North Coast,Matrouh,Building MZAB7 Floor 3 Unit B72RA43 Mazarine Apartment North Coast  Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
New Garden City,"4,169,000 EGP","Residential, Apartment",1,0,93.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 2nd  floor Unit G72227 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Downtown commercial,"32,889,000 EGP","Commercial, Retail",0,0,266.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building DT08 Floor Ground floor Unit DTRG0821 Downtown commercial Mersa Matruh (k) Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
Mazarine Apartment,"12,956,000 EGP","Residential, Apartment",3,3,231.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTF35 Floor 2 Unit MZTF3511 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Downtown Extension,"6,216,000 EGP","Residential, Apartment",1,2,181.0,2025,"['Elevator(s)', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building DTB07A Floor MEZZANINE Unit DTB07AM3 Downtown Extension Mersa Matruh (k) Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
Zahya,"11,558,000 EGP","Residential, Twinhouse",3,0,347.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH1C314B Floor Ground floor Unit ZH1C314B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Latin City,"8,488,000 EGP","Residential, Apartment",3,0,214.0,2022,"['Other', '24 Hour Security', 'Gate Community', 'Water Available']",North Coast,Matrouh,Building Z6CL0715 Floor 4 Unit LC615401 Latin City North Coast  Matrouh Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Zahya,"10,317,000 EGP","Residential, Twinhouse",2,3,333.0,2025,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZHC264 Floor Ground floor Unit ZHC264A Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Alamain (Latin District),"3,977,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F04 Floor 5 Unit Z03-CL01-F04-X7-05-07 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
PODIA,"17,695,000 EGP","Commercial, Retail",0,0,67.5,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor 1st Unit MPR-0106 Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
Zahya,"11,541,000 EGP","Residential, Twinhouse",3,2,345.0,2025,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH1C321A Floor Ground floor Unit ZH1C321A Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Mazarine,"19,165,000 EGP","Residential, Townhouse",3,4,301.0,2025,"['Elevator(s)', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTH21 Floor Ground floor Unit MZT216C Mazarine Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
Mazarine Commercial,"22,082,000 EGP","Commercial, Retail",0,0,207.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZSPC3 Floor 1 Unit MZSPC311 Mazarine Commercial Mersa Matruh (k) Matrouh Egypt,"Nestled in Egypt’s flourishing Mazarine, Mazarine Sapphire Commercial offers the lively blend of modernity, luxury, charm and culture. The project merges various elements of style, offerings and surroundings, using vibrant techniques to outline the high standards for contemporary delight. The luxury district comes in 60 shops for light F&B being top-notch, as well as dashing retail stores. All shops are set across buildings, where each includes three shops on the ground floor, in addition to another three on the first floor. With a separate entryway from the rest of the residential building, Mazarine Sapphire Commercial is designed to grant the maximum privacy in an ideally positioned area that satisfies and guarantees appeal to business owners and visitors."
Mazarine Apartment,"13,407,000 EGP","Residential, Apartment",3,3,251.0,2022,"['Elevator(s)', 'Other', '24 Hour Security', 'Gate Community', 'Security Gate', 'Electricity Available']",Mersa Matruh,Matrouh,Building MZTF34 Floor 2 Unit MZTF3411 Mazarine Apartment Mersa Matruh (k) Matrouh Egypt,"The name ‘Mazarine’ came to fruition based on the residential compound’s greatest asset: being surrounded by the deepest shades of a blue lagoon. Located within New Alamein City’s first phase, Mazarine stretches across 707 feddan offering a variety of residential projects that include villas, twin villas, chalets and apartments as well as commercial zones. Surrounded with glimmering sandy beaches, accessible lagoons and an array of sports, leisure and entertainment facilities.   The Mazarine community is complimented with breathtaking views overlooking The Gate and North Edge Towers and adjacent to North Square."
PODIA,"12,824,000 EGP","Commercial, Office",0,0,93.0,2025,"['Other', '24 Hour Security', 'Fire Alarm', 'Gate Community']",Cairo,Cairo,Floor 13th Unit MPO-1304-A Bin ZayedNorth PODIA Cairo Cairo Egypt,"Launched by Menassat Developments in cooperation with the engineering consultant Pinnacle Egypt, Podia Tower is one of the tallest commercial, administrative and medical towers at Downtown New Capital (Touristic District), occupying a total area of 19,782 meters and encompassing 25 floors, 3 basements and a ground floor.Podia Tower is located directly on the northern axis of Mohammed Bin Zayed, in close proximity to the Central Business District and only a few minutes away from Al Massa Hotel. To the northeast of the tower are the Ministry Quarter, Parliament Building and government agencies & institutions. The tower is also privileged with views of the Green River and the Central Park. From the south, Podia Tower enjoys a full panoramic view of the Embassies neighborhood."
Central,"26,402,000 EGP","Commercial, Office",0,0,161.47,2025,"['Elevator(s)', 'Gate Community', 'Electricity Available']",New Cairo,Cairo,Building O10 Floor 2 Unit O10-02-G Central New Cairo Cairo Egypt,"True to its name, Central is situated at the center point of New Cairo's crossroads. Central is set to transform the business and commercial scene, offering a mixed-use development that captures the spirit of a dynamic city with an evolving blend of spaces and experiences. Offering a variety of office types alongside a selection of the most refined retail and entertainment, bringing an outstanding world-class experience to New Cairo. Whether searching for the ideal office space for a corporation, a go-to spot for your daily coffee runs, or a family-friendly venue, Central will meet you at the crossroads."
Alamain (Latin District),"4,714,000 EGP","Residential, Apartment",2,0,175.88,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E06 Floor 7 Unit Z03-CL05-E06-M7-07-04 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Latin City,"11,072,000 EGP","Residential, Apartment",3,1,207.0,2025,"['24 Hour Security', 'Other']",North Coast,Matrouh,Building Z3CL0807 Floor 3 Unit LC307302 Latin City North Coast  Matrouh Egypt,"The Latin District is an expansion of the Alexandrian/latin districts persona in terms of scenic greenery and characteristic archetectural designs. The project is built on 404 acers and includes residential buildings with  different designs inspired by the mediterainian design with spaces ranging from 55 to 250 m2 per unit. The Latin District is built on the vital spots in New Alamein, it is situated to overlook variouse scenery, one of the clusters overlook the lake and the other clustors overlook other scenic features. Also, the Latin District has a range of fun features specifically designed to meet all the social needs of your familly."
