name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Maspero mall,"21,716,000 EGP","Commercial, Retail Building/Mall",0,0,176.0,2023,"['Other', '24 Hour Security', 'Electricity Available']",Cairo,Cairo,Building MM Floor Ground floor Unit MMRTG20A Maspero mall Cairo Cairo Cairo Egypt,"Maspero Mall is a unique destination for retail and lifestyle experiences in the heart of Cairo. Situated in Maspero Triangle, Maspero Mall is an icon of downtown Cairo offering unforgettable shopping experiences, delicious cuisines and a variety of distractions that will leave you entertained. Drawing on a heritage that stretches back thousands of years, Maspero Mall seeks to mark a new era of modern experiences to delight future generations ahead."
Downtown commercial,"32,889,000 EGP","Commercial, Retail",0,0,226.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building DT01 Floor Ground floor Unit DTRG0121 Downtown commercial Mersa Matruh (k) Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
AlMaqsad Park,"4,806,000 EGP","Residential, Apartment",2,0,158.0,2025,"['Other', 'Building Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MPE12 Floor 7 Unit MPE1271 AlMaqsad Park New Administrative Capital Cairo Cairo Egypt,"Carefully designed to maximize life within nature, AlMaqsad Parks provides unparalleled relaxation for those seeking added privacy amidst lush landscapes. With exceptional spaces to live in, expansive views of greenery, and inspiring amenities all around, discover your own tranquil home in the heart of The New Capital at AlMaqsad Parks."
Zahya,"10,578,000 EGP","Residential, Twinhouse",3,0,410.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M222 Unit ZH3M222B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
New Garden City,"7,219,000 EGP","Residential, Apartment",2,0,164.0,2025,"['Fire Escape', 'Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G645 Floor 7th floor Unit G64572 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Alamain (Latin District),"2,642,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D18 Floor 7 Unit Z05-CL01-D18-X7-07-03 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
T- Residences,"2,945,154 EGP","Residential, Apartment",3,1,130.0,2024,"['24 Hour Security', 'Electricity Available', 'Natural Gas Available']",North Coast,Matrouh,Building C-11 Floor 2 Unit 24 T- Residences North Coast  Matrouh Egypt,"""Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."""
Blu Vert,"23,939,000 EGP","Residential, Townhouse",1,0,224.0,2025,"['Other', 'Gate Community', 'Electricity Available']",New Administrative Capital,Cairo,Building H26-6 Floor G Unit TH-H26-6 Blu Vert New Administrative Capital New Cairo Cairo Egypt,"Bleu Vert Compound Project – One of the developments by the Saudi Egyptian Construction Company, spanning an area of 70 acres in the heart of the New Administrative Capital.The project directly overlooks Bin Zayed Axis and is just minutes away from the Opera House, as well as the Financial District and the Ministries District. The development includes 208 villas in various styles (twin houses and townhouses), along with 50 buildings, each consisting of a ground floor and 7 repeated upper floors. These buildings offer residential apartments in various sizes to meet all needs, with all units delivered fully finished.The project features a full range of commercial and recreational services, distinguished by a unique and modern approach tailored to the company's clientele, in addition to the project's competitive pricing."
New Garden City,"4,023,000 EGP","Residential, Apartment",1,0,89.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 5th floor Unit G72256 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
New Garden City,"14,590,000 EGP","Residential, Apartment",3,0,369.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 2THfloor Unit G88323 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
BEGONIA,"8,357,000 EGP","Residential, Apartment",3,3,148.0,2025,"['Other', 'Gate Community']",New Cairo,Cairo,Building Building 06 Floor 5 Unit MB0654 BEGONIA New Cairo Cairo Egypt,"At Begonia, your location is a catalyst for your growth and balance. Strategically centered in the heart of New Cairo, Begonia enjoys seamless connectivity to the city, ensuring you’ll find everything you need within easy reach, while still enjoying a peaceful retreat. Major thoroughfares like Gamal Abd El Nasser Axis, Al Gezira Axis, and Mohamed Naguib Axis are mere moments away, granting you effortless access to New Cairo’s key destinations SIMPLY HOME Over 80% of our compound, is dedicated to greenery, ensuring that every resident has access to nature’s tranquility right at their doorstep. Our serene water features, add to the aesthetic appeal and provide calming spaces for relaxation and leisure. Our Homes are designed along with Modern Amenities Our residential area, occupying 20% of the compound. All units have premium landscape view."
Alamain (Latin District),"4,607,000 EGP","Residential, Apartment",1,0,122.9,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D21 Floor 3 Unit Z05-CL02-D21-X7-03-07 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
T- Residences,"2,945,154 EGP","Residential, Apartment",3,1,130.0,2024,"['24 Hour Security', 'Electricity Available', 'Natural Gas Available']",North Coast,Matrouh,Building C-11 Floor 5 Unit 51 T- Residences North Coast  Matrouh Egypt,"""Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."""
Alamain (Latin District),"9,161,000 EGP","Residential, Apartment",4,2,246.8,2025,"['Other', 'Security Gate', 'Electricity Available', 'Water Available']",North Coast,Alexandria,Building A02 Floor 4 Unit Z05-CL08-A02-M4-04-04 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Zahya,"10,506,000 EGP","Residential, Twinhouse",3,0,410.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M206 Unit ZH3M206A Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Downtown commercial,"17,151,000 EGP","Commercial, Retail",0,0,167.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",Mersa Matruh,Matrouh,Building DT14 Floor Ground floor Unit DTRG1402 Downtown commercial Mersa Matruh (k) Matrouh Egypt,"Designed to be an integrated residential and commercial hub, Downtown shapes up to be a homeowner’s dream of a complete community that holds a prominent location, unique architectural design, all essential and complimentary services and amenities, promoting a luxurious lifestyle."
Jade Park,"9,645,000 EGP","Residential, Apartment",3,2,320.0,2025,"['Lobby', 'Secured Garage/Parking', 'Water Available']",New Administrative Capital,Cairo,Building 3R Floor 8th floor Unit JP3R81 Jade Park New Administrative Capital Cairo Cairo Egypt,"Welcome to Al Maqsad, your future destination in the heart of the New Capital. Set to be a prominent address in Egypt’s most sought-after location, Al Maqsad promises a full-fledge of vantages, including unique architectural designs with premium exterior and interior finishing, and a charming landscape with horizons of greenery and tree-lined pathways between every home. Its strategic proximity to the New Capital’s cultural city, smart city and sports city, as well as the Canadian and European university offers unmatched luxury, making it a future address for those who appreciate distinguished ways of living."
Alamain (Latin District),"7,375,000 EGP","Residential, Apartment",4,0,230.55,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A13 Floor 1 Unit Z05-CL11-A13-M7-01-04 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
BEGONIA,"8,357,000 EGP","Residential, Apartment",3,3,148.0,2025,"['Other', 'Gate Community']",New Cairo,Cairo,Building Building 06 Floor 2 Unit MB0624 BEGONIA New Cairo Cairo Egypt,"At Begonia, your location is a catalyst for your growth and balance. Strategically centered in the heart of New Cairo, Begonia enjoys seamless connectivity to the city, ensuring you’ll find everything you need within easy reach, while still enjoying a peaceful retreat. Major thoroughfares like Gamal Abd El Nasser Axis, Al Gezira Axis, and Mohamed Naguib Axis are mere moments away, granting you effortless access to New Cairo’s key destinations SIMPLY HOME Over 80% of our compound, is dedicated to greenery, ensuring that every resident has access to nature’s tranquility right at their doorstep. Our serene water features, add to the aesthetic appeal and provide calming spaces for relaxation and leisure. Our Homes are designed along with Modern Amenities Our residential area, occupying 20% of the compound. All units have premium landscape view."
Alamain (Latin District),"6,812,000 EGP","Residential, Apartment",2,3,134.19,2025,"['24 Hour Security', 'Building Security', 'Fire Escape', 'Security Gate', 'Cable Available', 'Electricity Available', 'Natural Gas Available', 'Phone Available', 'Sewer Available', 'Water Available']",North Coast,Matrouh,Building E03 Floor 1 Unit Z03-CL07-E03-X4-01-07 Alamain (Latin District) North Coast  Matrouh Egypt,The Future Is Present
BEGONIA,"15,350,000 EGP","Residential, Duplex",4,4,246.0,2025,"['Other', 'Gate Community']",New Cairo,Cairo,Building Building 07 Floor 1 Unit MB0712 BEGONIA New Cairo Cairo Egypt,"At Begonia, your location is a catalyst for your growth and balance. Strategically centered in the heart of New Cairo, Begonia enjoys seamless connectivity to the city, ensuring you’ll find everything you need within easy reach, while still enjoying a peaceful retreat. Major thoroughfares like Gamal Abd El Nasser Axis, Al Gezira Axis, and Mohamed Naguib Axis are mere moments away, granting you effortless access to New Cairo’s key destinations SIMPLY HOME Over 80% of our compound, is dedicated to greenery, ensuring that every resident has access to nature’s tranquility right at their doorstep. Our serene water features, add to the aesthetic appeal and provide calming spaces for relaxation and leisure. Our Homes are designed along with Modern Amenities Our residential area, occupying 20% of the compound. All units have premium landscape view."
Alamain (Latin District),"4,037,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A06 Floor 1 Unit Z03-CL05-A06-M7-01-08 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Zahya,"11,502,000 EGP","Residential, Twinhouse",3,0,498.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZH3M233 Unit ZH3M233B Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Alamain (Latin District),"8,782,000 EGP","Residential, Apartment",2,0,173.02,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Matrouh,Building E16 Floor 1 Unit Z02-CL09-E16-M4-01-04 Alamain (Latin District) North Coast  Matrouh Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Maspero Business Tower Nile Heights,"11,395,000 EGP","Commercial, Office",0,0,176.0,2023,"['Other', '24 Hour Security', 'Gate Community', 'Electricity Available']",Cairo,Cairo,Building NH Floor 6th floor Unit NHAD0606 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,"From remarkable views of Cairo’s dazzling cityscape to renowned commercial experiences, Nile Heights is a momentous business tower that provides a futuristic setting for Cairenes. A place that brings the city’s monumental architecture, vast skyline, Nile River, lush spaces and vibrant sunsets into daily office views. Nile Heights is a symbol of business prosperity in Cairo’s most central address. The 24-storey business tower accommodates a spacious upper garage, a ground-level commercial podium, and 134 fully finished office spaces ranging between 92 sqm to 206 sqm. A wide range of amenities is designed to promise daily inspiration, central convenience and exceptional experiences for your thriving business."
New Garden City,"15,978,000 EGP","Residential, Apartment",3,0,393.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 9th floor Unit G88392 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
Mamsha Avenue,"12,147,000 EGP","Residential, Apartment",4,0,390.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MAA15A Floor 5 Unit MAA15A52 Mamsha Avenue New Administrative Capital Cairo Cairo Egypt,"Mamsha Avenue is the premier residence created for those looking for an elevated lifestyle and special community experience. It is the place where you can treat your eyes and soul to splendid views of land-spaces and greenery. Mamsha Avenue brings you the most eminent residential units, office spaces, restaurants, cafes and medical facilities… all together."
Alamain (Latin District),"6,041,000 EGP","Residential, Apartment",4,0,239.22,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A12 Floor 4 Unit Z05-CL12-A12-X7-S2-04-03 Alamain (Latin District) North Coast  Alexandria Egypt,"One of the main districts in this new city neighboring the Heritage City with boundless views of lakes and a distinct architecture, it is easy to forget you aren’t strolling Madrid’s Gran via with the sights, sounds and sensations that invite you in. Il LATINI offers residents a premium lifestyle surrounded by landscaped greenery with countless paths for you to stroll along. Il LATINI offers a great way of life, all of its own. High quality, value for money real estate solutions through mixed used development to better serve our customers. We are the go-to trusted community value add services partner, providing high quality, value for money real estate solutions through mixed used development to better serve our customers"
VALORY,"15,077,304 EGP","Commercial, Retail",0,0,46.0,2025,"['Fire Alarm', 'Other', '24 Hour Security', 'Gate Community']",New Cairo,Cairo,Floor Ground-U Unit MVR-U21 Talaat Harb Street VALORY New Cairo Cairo Egypt,"Introducing Valory; a commercial hub in the epicenter of New Cairo, strategically located to give professionals unmatched access to one of the most rapidly developing areas in the Fifth Settlement. Meticulously designed to accommodate a diverse range of spaces that are specially tailored to cater to various business, retail, and medical needs.At Valory, our space is more than just a place to work. It is a turning point that revolutionizes the way business is conducted. Our goal is to pivot the industry into a new direction, setting an unparalleled standard for success, innovation, and change. Valory embodies transformation and progress, where every interaction and experience within our space evokes impact and the potential to be transformative. From the moment you step into our space, you'll feel inspired and empowered to achieve your goals and make a difference."
T- Residences,"2,445,904 EGP","Residential, Apartment",3,1,110.0,2024,"['24 Hour Security', 'Electricity Available', 'Natural Gas Available']",North Coast,Matrouh,Building C-11 Floor Ground Unit 4 T- Residences North Coast  Matrouh Egypt,"""Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."""
T- Residences,"2,763,914 EGP","Residential, Apartment",3,1,122.0,2024,"['24 Hour Security', 'Electricity Available']",North Coast,Matrouh,Building C-3 Floor 5th Unit 53 T- Residences North Coast  Matrouh Egypt,"Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."
New Garden City,"6,848,000 EGP","Residential, Apartment",2,0,163.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 3rd floor Unit G72239 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
New Garden City,"7,860,000 EGP","Residential, Apartment",2,0,183.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G722 Floor 7th floor Unit G72272 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
T- Residences,"2,617,915 EGP","Residential, Apartment",3,1,120.0,2024,"['24 Hour Security', 'Electricity Available', 'Natural Gas Available']",North Coast,Matrouh,Building C-10 Floor Ground Unit 2 T- Residences North Coast  Matrouh Egypt,"""Torec Developments is a subsidiary of the New Urban Communities Authority, launches its first project on the North Coast.Fully finished apartment in El Alamein City, next to Golf Porto.Reservations are now open at the initial offering prices."""
Alamain (Latin District),"2,483,000 EGP","Residential, Apartment",1,0,92.45,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building D02 Floor 2 Unit Z05-CL05-D02-X4-02-03 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Zahya,"10,281,000 EGP","Residential, Twinhouse",3,0,365.0,2024,"['Lobby', '24 Hour Security', 'Electricity Available']",Mansoura,Dakahlia,Building ZHC222 Floor Ground floor Unit ZHC222A Zahya Mansoura (m) Dakahlia Egypt,"As the pioneering real estate company building a residential project in New Mansoura City, we are excited to see the future come to life with a project bound to flourish amidst the promising new capital of the Delta. With a vow of a new future equipped with technological advancements, trade, commercial and retail opportunities ZAHYA will only provide more clarity for the vision of this new city by housing its residents in homes that provide complete living experiences."
Alamain (Latin District),"7,450,000 EGP","Residential, Apartment",4,0,230.74,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building A12 Floor 3 Unit Z05-CL11-A12-X7-03-03 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
Alamain (Latin District),"5,245,000 EGP","Residential, Apartment",2,0,175.88,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building F04E06 Floor 6 Unit Z03-CL05-E06-M7-06-04 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
AlMaqsad Park,"4,438,000 EGP","Residential, Apartment",3,0,134.0,2025,"['Other', 'Building Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MPE47 Floor 7 Unit MPE4772 AlMaqsad Park New Administrative Capital Cairo Cairo Egypt,"Carefully designed to maximize life within nature, AlMaqsad Parks provides unparalleled relaxation for those seeking added privacy amidst lush landscapes. With exceptional spaces to live in, expansive views of greenery, and inspiring amenities all around, discover your own tranquil home in the heart of The New Capital at AlMaqsad Parks."
Mamsha Avenue,"6,092,000 EGP","Residential, Apartment",3,0,171.0,2025,"['Other', '24 Hour Security', 'Electricity Available']",New Administrative Capital,Cairo,Building MAA22B Floor 3 Unit MAA22B34 Mamsha Avenue New Administrative Capital Cairo Cairo Egypt,"Mamsha Avenue is the premier residence created for those looking for an elevated lifestyle and special community experience. It is the place where you can treat your eyes and soul to splendid views of land-spaces and greenery. Mamsha Avenue brings you the most eminent residential units, office spaces, restaurants, cafes and medical facilities… all together."
Alamain (Latin District),"7,008,000 EGP","Residential, Apartment",1,0,92.86,2025,"['Other', 'Security Gate', 'Electricity Available']",North Coast,Alexandria,Building E06 Floor 6 Unit Z03-CL02-E06-X7-06-02 Alamain (Latin District) North Coast  Alexandria Egypt,"Latini by Saudi Egyptian Developers (SED) – New AlameinIl Latini is a distinguished residential project by Saudi Egyptian Developers (SED), located in the heart of New Alamein City. Inspired by classical European architecture, the development combines timeless elegance with modern living standards.The project features a wide selection of fully finished apartments and studios, designed to suit various lifestyles. Each unit reflects attention to detail, quality materials, and a sophisticated aesthetic.Strategically positioned near key landmarks such as the Downtown area, the university district, and the North Coast towers, Il Latini offers residents a vibrant community experience with easy access to everything they need.Whether you're looking for a holiday retreat or a smart investment opportunity, Il Latini delivers comfort, class, and convenience—all in one address."
New Garden City,"15,978,000 EGP","Residential, Apartment",3,0,393.0,2025,"['Gate Community', 'Natural Gas Available']",New Administrative Capital,Cairo,Building G883 Floor 9th floor Unit G88392 New Garden City New Administrative Capital Cairo Cairo Egypt,"To live in a world, where you can see and sense the real ambience of the old Khedival Cairo, is a priceless notion that you aspire for. In New Garden City, surrounded by the acclaimed history.  Garden City Heights is made up of apartments only and we built each cluster with two basement floors, solely for parking. This, ideally, makes New Garden City elevated, offering stunning views. That is in addition to residential-only clusters that are high up from surrounding street levels, . Such designs provide the maximal magnitude of privacy and luxury. It is ideally built in one of the most prime locations it is in the first phase of The New Administrative Capital. It is located between the Middle Ring Road and the Regional Ring Road on the 90th road south from Ben Zayed Southern Axis, a few minutes away from the monorail project, making transportation easier to and more accessible."
